name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;379;0;561;3041;1096;3041;1119;0
header;238;154;238;190;1870;190;1870;154
A;1024;500;1024;525;1038;525;1038;500
A;780;783;780;789;786;789;786;783
A;1033;875;1033;902;1055;902;1055;875
B;890;1379;890;1395;899;1395;899;1379
B;657;1469;657;1486;666;1486;666;1469
B;1030;1587;1030;1614;1050;1614;1050;1587
B;615;2016;615;2033;624;2033;624;2016
C;1026;2253;1026;2280;1046;2280;1046;2253
B;679;2289;679;2306;688;2306;688;2289
B;687;2610;687;2626;695;2626;695;2610
B;971;2866;971;2891;989;2891;989;2866
A;1058;2908;1058;2911;1058;2911;1058;2908
A;1071;2908;1071;2910;1073;2910;1073;2908
A;1082;2908;1082;2909;1083;2909;1083;2908
A;687;2910;687;2912;688;2912;688;2910
